question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
Chenny bought 9 plates at $2 each. She also bought spoons at $1.50 each. How many spoons did Chenny buy if she paid a total of $24 for the plates and spoon?,"The cost of 9 plates is $2 x 9 = $<<2*9=18>>18.
So, Chenny paid $24 - $18 = $<<24-18=6>>6 for the spoons.
Therefore, she bought $6/$1.50 = <<6/1.5=4>>4 spoons.
#### 4","Here's how to solve the problem:

**1. Calculate the cost of the plates:**

* 9 plates * $2/plate = $18

**2. Calculate the cost of the spoons:**

* $24 (total cost) - $18 (cost of plates) = $6

**3. Calculate the number of spoons:**

* $6 (cost of spoons) / $1.50/spoon = 4 spoons


**Answer:** Chenny bought 4 spoons. 
",4,4.0,True
"A 1000 car parking lot is divided into 3 sections. There are 320 spaces in section 1, and 200 more in section 2 than in section 3. How many spaces are made available in section 2 of the parking lot?","There are a total of 1000 spaces - 320 spaces = <<1000-320=680>>680 spaces in both sections 2 and 3.
Let the number of spaces in section 3 be x. The number of spaces in section 2 = x + 200.
We know that 320 + x + 200 + x = 1000.
Combining like terms, we get 2x = 480
Dividing both sides by 2 produces x = 240.
The number of spaces in section 2 is 240 + 200 = <<240+200=440>>440.
#### 440","Here's how to solve the problem:

**1. Find the number of spaces in section 3:**

* Since there are 320 spaces in section 1, and 200 more in section 2, there are 320 - 200 = 120 spaces in section 3.

**2. Find the number of spaces in section 2:**

* Section 2 has 200 more spaces than section 3, so it has 120 + 200 = 320 spaces.


**Answer:** There are 320 spaces in section 2. 
",440,2.0,False
"When you take Hiram's age and then add 12, you get 4 less than twice Allyson's age. If Hiram is 40 years old, how old is Allyson?","If Hiram's age is 40, when you add 12, his age becomes 40+12=<<40+12=52>>52
If you add 4 from Hiram's age after adding twelve to his age, you get 52+4 = 56, which is twice Allyson's age.
Allyson's age is 56/2 = <<56/2=28>>28 years
#### 28","Here's how to solve this problem step-by-step:

**1. Set up the equation:**

* Let Allyson's age be represented by ""A""
* Hiram's age is 40.

The problem can be written as an equation:  Hiram's age + 12 = 2 * Allyson's age - 4

**2. Substitute Hiram's age:**

*  40 + 12 = 2 * Allyson's age - 4

**3. Simplify and solve for Allyson's age:**

* 52 = 2 * Allyson's age - 4
* 52 + 4 = 2 * Allyson's age
* 56 = 2 * Allyson's age
* 56 / 2 = Allyson's age
* 28 = Allyson's age

**Answer:** Allyson is 28 years old. 
",28,28.0,True
"There were 60 women at the party, and three-fourths of these women were married and brought their husbands with them to the party. If 3/4 of the men at the party were single, how many people attended the party?","60 x 3/4 = <<60*3/4=45>>45 females are married which means there are also 45 married males.
If 1/4 of the men are married, which represents 45 men, then 4*45=<<4*45=180>>180 is the total number of men who attended the party.
Thus, there are a total of 60 women and 180 men, or a total of 60+180=<<60+180=240>>240 people at the party.
#### 240","Here's how to solve this problem step-by-step:

**1. Calculate the number of married women:**

* Three-fourths of the women were married: (3/4) * 60 = 45 women

**2. Calculate the number of husbands:**

* Since each married woman brought her husband, there were 45 husbands.

**3. Calculate the number of men at the party:**

*  We know 3/4 of the men were single, so the number of men is (4/3) * 60 = 80 men.

**4. Calculate the total number of people at the party:**

* Total people = Married women + Husbands + Single men + Single women
* Total people = 45 + 45 + 80 + 30 = 200 people


**Therefore, 200 people attended the party.** 
",240,200.0,False
"Rob has 24 baseball cards, and a few are doubles. One third of Rob's cards are doubles, and Jess has 5 times as many doubles as Rob. How many doubles baseball cards does Jess have?","Rob has 24/3=<<24/3=8>>8 doubles baseball cards.
Jess has 8*5=<<8*5=40>>40 doubles baseball cards.
#### 40","Here's how to solve the problem step-by-step:

**1. Find the number of doubles Rob has:**

* One-third of Rob's cards are doubles: 24 cards / 3 = 8 doubles

**2. Find how many doubles Jess has:**

* Jess has 5 times as many doubles as Rob: 8 doubles * 5 = 40 doubles

**Answer:** Jess has 40 doubles baseball cards. 
",40,40.0,True
"John starts climbing a very steep hill.  He travels 1 foot vertically for every two feet horizontally.  His elevation increases from 100 feet to 1450 feet.  How far does he move horizontally, in feet?","He travels 1450-100=<<1450-100=1350>>1350 feet vertically
So he travels 1350*2=<<1350*2=2700>>2700 feet horizontally
#### 2700","Here's how to solve this problem:

**1. Understand the Ratio:**

* John travels 1 foot vertically for every 2 feet horizontally. This means his vertical movement is a fraction of his horizontal movement.

**2. Find the Vertical Increase:**

* The vertical increase is 1450 feet - 100 feet = 1350 feet.

**3. Calculate the Horizontal Distance:**

*  Let 'x' represent the horizontal distance.
*  The vertical increase is directly proportional to the horizontal distance.  
*  We can set up a proportion: 1350 feet / 2 feet = x feet / 1 foot
*  Solving for x: x = (1350 feet / 2 feet) * 1 foot = 675 feet

**Answer:** John moves horizontally 675 feet. 
",2700,675.0,False
"The cost of building a certain house in an area is 100,000 more than the construction cost of each of the houses in the area.  But it sells for 1.5 times as much as the other houses, which sell at $320,000 each. How much more profit is made by spending the extra money to build?","The house cost 320,000*1.5=$<<320000*1.5=480000>>480,000
So it is worth 480,000-320,000=$<<480000-320000=160000>>160,000 more than other houses
So the profit is 160,000-100,000=$<<160000-100000=60000>>60,000 more
#### 60,000","Here's how to solve this problem:

**1. Calculate the cost of the other houses:**

* Each house costs $320,000.

**2. Calculate the cost of the expensive house:**

* The expensive house costs $320,000 + $100,000 = $420,000

**3. Calculate the profit from each house:**

* Profit from each house is $320,000 - $420,000 = -$100,000

**4. Calculate the total profit from the expensive house:**

* The expensive house costs $420,000 and sells for $320,000, so the profit is -$100,000.

**Answer:** The expensive house costs $420,000 and sells for $320,000, so the profit is -$100,000. 



",60000,100000.0,False
"Bob picked 450 apples for his entire family to eat. There are 33 children in his family, and each of them ate 10 apples. If every adult ate 3 apples apiece, how many adults are in his family?","The 33 children ate a total of 33 * 10 = <<33*10=330>>330 apples.
There were 450 - 330 = <<450-330=120>>120 apples left for the adults to eat.
If every adult ate 3 of the 120 apples left, then there were 120 / 3 = <<120/3=40>>40 adults in the family.
#### 40","Here's how to solve this problem step-by-step:

**1. Calculate the total apples eaten by the children:**

* 33 children * 10 apples/child = 330 apples

**2. Calculate the total apples eaten by the adults:**

* 450 apples (total) - 330 apples (children) = 120 apples

**3. Calculate the number of adults:**

* 120 apples / 3 apples/adult = 40 adults

**Answer:** There are **40** adults in Bob's family. 
",40,40.0,True
"In the school's library, there are 2300 different books. 80% of all the books are in English, but only 60% of these books were published in the country. How many English-language books have been published outside the country?","There are 80/100 * 2300 = <<80/100*2300=1840>>1840 books in English at the library.
Out of these books, only 60/100 * 1840 = <<60/100*1840=1104>>1104 were published inside the country.
So there are 1840 - 1104 = <<1840-1104=736>>736 books in English published outside of the country.
#### 736","Here's how to solve this problem step-by-step:

**1. Calculate the number of English books:**

* Multiply the total number of books by the percentage of English books: 2300 * 0.80 = 1840 English books

**2. Calculate the number of English books published in the country:**

* Multiply the number of English books by the percentage published in the country: 1840 * 0.60 = 1104 English books

**3. Calculate the number of English books published outside the country:**

* Subtract the number of English books published in the country from the total number of English books: 1840 - 1104 = 736 English books

**Answer:** 736 English-language books have been published outside the country. 
",736,736.0,True
"James decides to replace his car.  He sold his $20,000 car for 80% of its value and then was able to haggle to buy a $30,000 sticker price car for 90% of its value.  How much was he out of pocket?","He sold his car for 20000*.8=$<<20000*.8=16000>>16,000
He bought the new car for 30,000*.9=$<<30000*.9=27000>>27,000
That means he was out of pocket 27,000-16,000=$<<27000-16000=11000>>11,000
#### 11000","Here's how to break down the problem:

**1. Calculate the selling price of James' old car:**

* 80% of $20,000 = (80/100) * $20,000 = $16,000

**2. Calculate the price James paid for the new car:**

* 90% of $30,000 = (90/100) * $30,000 = $27,000

**3. Calculate James' out-of-pocket expenses:**

*  Price of new car - Selling price of old car = Out-of-pocket expenses
* $27,000 - $16,000 = $11,000

**Answer:** James was out of pocket $11,000. 
",11000,11000.0,True
John was 66 inches tall.  He had a growth spurt and grew 2 inches per month for 3 months.  How tall is he in feet?,"He gained 2*3=<<2*3=6>>6 inches
So his height is 66+6=<<66+6=72>>72 inches
So he is 72/12=<<72/12=6>>6 feet tall
#### 6","Here's how to solve the problem:

**1. Calculate John's total growth:**

* John grew 2 inches/month * 3 months = 6 inches

**2. Calculate John's new height:**

* John's new height is 66 inches + 6 inches = 72 inches

**3. Convert inches to feet:**

* There are 12 inches in a foot, so John is 72 inches / 12 inches/foot = 6 feet tall.


**Answer:** John is 6 feet tall. 
",6,6.0,True
"A swarm of ants discovered a pile of sugar that spilled from a dropped bag. They begin to harvest it and carry it off to their anthill. Every hour, the ants remove 4 ounces of sugar. The bag of sugar held 24 ounces before it was dropped. After three hours, how many more hours will the ants need to harvest the remaining sugar?","After 3 hours, the ants have removed 4 * 3 = <<4*3=12>>12 ounces of sugar.
There are 24 - 12 = <<24-12=12>>12 ounces of sugar left.
Thus, the ants need 12 / 4 = <<12/4=3>>3 more hours to harvest the remaining sugar.
#### 3","Here's how to solve the problem:

* **Sugar harvested:** In three hours, the ants remove 4 ounces/hour * 3 hours = 12 ounces of sugar.
* **Sugar remaining:**  The bag had 24 ounces - 12 ounces = 12 ounces of sugar left.
* **Hours to finish:** The ants need to remove another 12 ounces / 4 ounces/hour = 3 hours to finish.


**Answer:** The ants will need **3** more hours to harvest the remaining sugar. 
",3,3.0,True
"Justin needs to read at least 100 pages or more of his book in one week to pass his class. He has read 10 pages already on the first day. Assuming he reads twice the amount of pages as the first day each day in the remaining 6 days, how many pages will he have read after the week is over?","10 pages per day on day 1 * 2 = <<10*2=20>>20 pages per day for days 2 through 7
20 * 6 remaining days = <<20*6=120>>120 pages total from days 2 through 7
10 pages day 1 + 120 pages days 2 through 7 = <<10+120=130>>130 total pages read in one week
#### 130","Here's how to solve the problem:

* **Daily reading:** Justin reads twice the amount of pages he read on the first day each day, so he reads 10 * 2 = 20 pages per day.
* **Total pages for the remaining days:** He has 6 days left, so he'll read 20 * 6 = 120 pages.
* **Total pages read:**  He'll have read a total of 10 + 120 = 130 pages after the week is over.


**Answer:** Justin will have read 130 pages after the week is over. 
",130,130.0,True
"Michael has two brothers. His oldest brother is 1 year older than twice Michael's age when Michael was a year younger. His younger brother is 5 years old, which is a third of the age of the older brother. What is their combined age?","The oldest brother is 15 because 3 x 5 = <<3*5=15>>15
Michael is 8 because if 1 + (Michael's age - 1) x 2 = 15 then Michael's age = 8
Their combined age is 28 because 5 + 15 + 8 = <<5+15+8=28>>28
#### 28","Here's how to solve this problem step-by-step:

**1. Find Michael's age:**

* The younger brother is 5 years old, and he's a third of the older brother's age.
* Let's say the older brother's age is 'x'.  
* The younger brother's age is (1/3)x.
* We know the younger brother is 5, so (1/3)x = 5.
* Solving for x: x = 15 (The older brother's age)

**2. Find Michael's age:**

* The older brother is 1 year older than twice Michael's age when Michael was a year younger.
* Michael's age when he was a year younger is (15 - 1) = 14
* Twice Michael's age when he was a year younger is 14 * 2 = 28
* The older brother is 1 year older than 28, so he is 29 years old.

**3. Calculate the combined age:**

* Michael's age: 14
* Older brother's age: 29
* Younger brother's age: 5
* Combined age: 14 + 29 + 5 = **48** 



Let me know if you have any other word problems you'd like to solve! 
",28,48.0,False
There are 6 dogs and 2 ducks in the garden. How many feet are there in the garden?,"6 dogs have 6 x 4 = <<6*4=24>>24 feet.
2 ducks have 2 x 2 = <<2*2=4>>4 feet
In total there are 24 + 4 = <<24+4=28>>28 feet in the garden
#### 28","Here's how to solve that:

* **Dogs:** Each dog has 4 feet, so 6 dogs have 6 * 4 = 24 feet.
* **Ducks:** Each duck has 2 feet, so 2 ducks have 2 * 2 = 4 feet.
* **Total:** There are 24 + 4 = 28 feet in the garden. 


**Answer:** There are 28 feet in the garden. 
",28,28.0,True
"Matt and Blake want to watch every episode of the show The Office. There are 201 episodes. If they watch 1 episode every Monday and 2 episodes every Wednesday each week, how many weeks will it take them to watch the whole series?","Each week, they watch 1 Monday + 2 Wednesday episodes = <<1+2=3>>3 episodes a week.
If you take 201 total episodes / 3 episodes each week = <<201/3=67>>67 weeks to watch The Office series.
#### 67","Here's how to solve this:

**1. Calculate weekly progress:**

* **Mondays:** They watch 1 episode per week.
* **Wednesdays:** They watch 2 episodes per week.
* **Total weekly episodes:** 1 + 2 = 3 episodes per week

**2. Calculate weeks to watch all episodes:**

* **Total episodes:** 201
* **Episodes per week:** 3
* **Weeks to watch:** 201 / 3 = 67 weeks

**Answer:** It will take Matt and Blake **67 weeks** to watch the whole series. 
",67,67.0,True
A luxury bag costs $3000. A reseller wants to get a 15% profit. How much should she sell the bag?,"The reseller wants to get $3000 x 15/100 = $<<3000*15/100=450>>450 profit.
Thus, she needs to sell it for $3000 + $450 = $<<3000+450=3450>>3450.
#### 3450","Here's how to calculate the selling price:

**1. Calculate the profit amount:**

* Profit = Original Price * Profit Percentage
* Profit = $3000 * 0.15 = $450

**2. Calculate the selling price:**

* Selling Price = Original Price + Profit
* Selling Price = $3000 + $450 = $3450

**Answer:** The reseller should sell the bag for $3450. 
",3450,3450.0,True
"John plants a plot of 3 trees by 4 trees.  Each tree gives 5 apples.  He sells each apple for $.5.  How much money does he make, in dollars?","He has 3*4=<<3*4=12>>12 trees
So he has 12*5=<<12*5=60>>60 apples
So he sells the apples for 60*.5=$<<60*.5=30>>30
#### 30","Here's how to solve the problem step-by-step:

**1. Calculate the total number of trees:**

* John plants 3 trees * 4 trees = 12 trees

**2. Calculate the total number of apples:**

* 12 trees * 5 apples/tree = 60 apples

**3. Calculate the total earnings:**

* 60 apples * $0.50/apple = $30.00

**Answer:** John makes $30.00. 
",30,30.0,True
"Bill's roof can bear 500 pounds of weight. If 100 leaves fall on his roof every day, and 1000 leaves weighs 1 pound, how many days will it take for his roof to collapse?","First, find how many leaves the roof can hold: 500 pounds * 1000 leaves/pound = <<500*1000=500000>>500000 leaves
Then divide that by the number of leaves that fall each day to find how many days before the roof collapses: 500000 leaves / 100 leaves/day = <<500000/100=5000>>5000 days
#### 5000","Here's how to solve this problem:

**1. Calculate daily weight:**

* 1000 leaves weigh 1 pound, so 100 leaves weigh 100 * 1 = 100 pounds.

**2. Calculate days to collapse:**

* Bill's roof can bear 500 pounds.
* He loses 100 pounds per day.
* It will take 500 / 100 = 5 days for his roof to collapse. 


**Answer:** It will take **5 days** for Bill's roof to collapse. 
",5000,5.0,False
"A sack of rice, which is 50 kilograms,  costs $50. If David sells it for $1.20 per kilogram, how much will be his profit?","David's revenue for the 50 kilograms of rice is $1.20 x 50 = $<<1.20*50=60>>60.
So, his profit is $60 - $50 = $<<60-50=10>>10.
#### 10","Here's how to calculate David's profit:

**1. Calculate the total earnings:**

* David sells the rice for 50 kilograms * $1.20/kilogram = $60.00

**2. Calculate the profit:**

* Profit = Total earnings - Cost price
* Profit = $60.00 - $50.00 = $10.00

**Answer:** David's profit will be $10.00. 
",10,10.0,True
"Kim loves to knit sweaters and can knit as many as 10 sweaters in a day if she gets the time. On a particular week, she knit 8 sweaters on Monday, 2 more sweaters on Tuesday than on Monday, 4 fewer sweaters on both Wednesday and Thursday than on Tuesday, and half the number of sweaters she had knit on Monday on Friday. Calculate the total number of sweaters she knit that week.","If she knit 8 sweaters on Monday and 2 more on Tuesday, she knit 8+2 = <<8+2=10>>10 sweaters on Tuesday.
The total number of sweaters she had knit on Monday and Tuesday is 10+8 = <<10+8=18>>18
On Wednesday, she knit four fewer sweaters than the number she knit on Tuesday, which totals 10-4 = <<10-4=6>>6 sweaters.
By Wednesday, she had knit 18+6 = <<18+6=24>>24 sweaters.
On Thursday, she knit the same number of sweaters she had knit on Thursday, giving a total of 24+6 = <<24+6=30>>30 sweaters.
On Friday, she knit half the number of sweaters she had knit on Monday, which totals 1/2*8 = <<8*1/2=4>>4 sweaters on Friday.
So far, she has knit 30+4 = <<30+4=34>>34 sweaters by Friday.
#### 34","Here's how to break down the problem:

* **Tuesday:** Kim knit 8 + 2 = 10 sweaters on Tuesday.
* **Wednesday & Thursday:** She knit 10 - 4 = 6 sweaters on both Wednesday and Thursday.
* **Friday:** She knit 8 / 2 = 4 sweaters on Friday.
* **Total:**  8 + 10 + 6 + 4 = 28 sweaters

**Answer:** Kim knit a total of 28 sweaters that week. 
",34,28.0,False
"Derek was 6 years old when he had three times as many dogs as cars. Ten years later, after selling some of his dogs and buying 210 more cars, the number of cars became twice the number of dogs. How many dogs does Derek have now if he had 90 dogs when he was six years old?","At six years old, with three times as many dogs as cars, Derek had 90/3 = <<90/3=30>>30 cars.
Ten years later, after buying 210 more cars, Derek has 210+30 = <<210+30=240>>240 cars.
Since the number of cars is twice as many as the number of dogs, Derek currently has 240/2 = <<240/2=120>>120 dogs
#### 120","Here's how to solve this problem step-by-step:

**1.  Calculate Derek's dogs at age 16:**

* When Derek was 6, he had 3 times as many dogs as cars.  
* Let's assume Derek had 'x' number of cars.
* He had 3x dogs.
* We know he had 90 dogs when he was 6, so 3x = 90

**2.  Calculate Derek's cars at age 16:**

* We know Derek had 3x dogs, and he had 90 dogs when he was 6.
* We can solve for x: 3x = 90
* Divide both sides by 3: x = 30 cars

**3.  Calculate Derek's cars after buying more:**

* Derek bought 210 more cars.
* His total number of cars is now 30 + 210 = 240 cars.

**4.  Calculate Derek's dogs after selling some:**

* Derek's cars became twice the number of dogs.
* Let's assume Derek has 'y' number of dogs now.
* We know 240 = 2y.
* Divide both sides by 2: y = 120 dogs

**5.  Calculate Derek's dogs now:**

* Derek has 120 dogs now.


**Therefore, Derek has 120 dogs now.** 
",120,120.0,True
"If Janet reads 80 pages a day and Belinda reads 30 pages a day, how many more pages does Janet read in 6 weeks?","First find the total number of days in 6 weeks: 6 weeks * 7 days/week = <<6*7=42>>42 days
Then find the total difference in the number of pages Janet and Belinda read each day: 80 pages/day - 30 pages/day = <<80-30=50>>50 pages/day
Then multiply the daily difference by the number of days to find the total difference in the number of pages they read: 50 pages/day * 42 days = <<50*42=2100>>2100 pages
#### 2100","Here's how to solve this problem:

**1. Find Janet's total pages read in a week:**

* Janet reads 80 pages/day * 7 days/week = 560 pages/week

**2. Find Belinda's total pages read in a week:**

* Belinda reads 30 pages/day * 7 days/week = 210 pages/week

**3. Find the difference in pages read per week:**

* Janet reads 560 pages/week - 210 pages/week = 350 pages/week more than Belinda.

**4. Find the total pages Janet reads in 6 weeks:**

* Janet reads 350 pages/week * 6 weeks = 2100 pages

**Answer:** Janet reads 2100 more pages than Belinda in 6 weeks. 
",2100,6.0,False
"A spiral notebook costs $15, and a personal planner costs $10. How much would it cost in total to buy 4 spiral notebooks and 8 personal planners at a 20% discount?","If a spiral notebook cost $15, a 20% discount would reduce the price by 20/100 *15 = $<<15*0.2=3>>3
At a 20% discount, the buying price of a spiral notebook book is $15-$3= $<<15-3=12>>12
At the same discount, a personal planner cost would reduce by 20/100 * $10 = $<<20/100*10=2>>2
The new buying price of a personal planner will be $10-$2 =$<<10-2=8>>8
To buy four spiral notebooks at a 20% discount, you'll pay 4*$12 = $<<4*12=48>>48
At the same time discount, you'll buy eight personal planners at a cost pf 8*$8 = <<8*8=64>>64
In total, to buy eight personal planners and four spiral notebooks, you'd have to pay $64+$48 = $112
#### 112","Here's how to solve the problem:

**1. Calculate the discount:**

* Discount on each spiral notebook: $15 * 0.20 = $3
* Discount on each personal planner: $10 * 0.20 = $2

**2. Calculate the price after the discount:**

* Price of 4 spiral notebooks: $15 * 4 = $60
* Price of 8 personal planners: $10 * 8 = $80
* Total cost before discount: $60 + $80 = $140
* Total cost after discount: $140 - ($3 * 4) - ($2 * 8) = $140 - $12 - $16 = $112

**Answer:** It would cost $112 in total to buy 4 spiral notebooks and 8 personal planners at a 20% discount. 
",112,20.0,False
"Mia is a student. In her final year, she spent 1/5 of her day watching TV and 1/4 of the time left on studying. How many minutes did she spend studying each day?","If Mia spent 1/5 of her day watching TV, her remaining time in a day is 5/5 – 1/5 = 4/5 for other things.
So, the time left is 24 * 4/5 = <<24*4/5=19.2>>19.2 hours
The time spent studying is 19.2 /4 = <<19.2/4=4.8>>4.8 hours.
In minutes, that is 4.8 * 60 = <<4.8*60=288>>288 minutes
#### 288","Here's how to solve this problem:

**1. Calculate the time spent watching TV:**

* Mia has a day of 24 hours.
* She spent 1/5 of her day watching TV: 24 hours * (1/5) = 4.8 hours

**2. Calculate the time remaining after watching TV:**

* Time remaining: 24 hours - 4.8 hours = 19.2 hours

**3. Calculate the time spent studying:**

* She spent 1/4 of the remaining time studying: 19.2 hours * (1/4) = 4.8 hours

**4. Convert hours to minutes:**

*  4.8 hours * 60 minutes/hour = 288 minutes

**Answer:** Mia spent 288 minutes studying each day. 
",288,288.0,True
"For the funfair, the school organizers ordered 30 rolls of tickets. Each roll of tickets has 100 tickets. The 4th graders bought 30% of the tickets while the 5th graders bought 50% of the remaining tickets. Then the 6th graders bought a total of 100 tickets. How many tickets were left unsold?","There were a total of 30 x 100 = <<30*100=3000>>3000 tickets ordered by the school organizers.
The 4th graders bought 3000 x 30/100 = <<3000*30/100=900>>900 tickets.
So, there were 3000 - 900 = <<3000-900=2100>>2100 tickets left for the other two grade levels.
The 5th graders bought 2100 x 50/100 = <<2100*50/100=1050>>1050 tickets.
So, 2100 - 1050 = <<2100-1050=1050>>1050 tickets were left then.
Since 100 tickets were bought by the 6th graders, therefore 1050 - 100 = <<950=950>>950 tickets were left unsold.
#### 950","Here's how to solve this problem step-by-step:

**1. Calculate the total number of tickets:**

* The school ordered 30 rolls * 100 tickets/roll = 3000 tickets.

**2. Calculate the number of tickets bought by the 4th graders:**

* 30% of 3000 tickets = (30/100) * 3000 = 900 tickets

**3. Calculate the number of tickets remaining after the 4th graders bought their tickets:**

* 3000 tickets - 900 tickets = 2100 tickets

**4. Calculate the number of tickets bought by the 5th graders:**

* 50% of 2100 tickets = (50/100) * 2100 = 1050 tickets

**5. Calculate the number of tickets remaining after the 5th graders bought their tickets:**

* 2100 tickets - 1050 tickets = 1050 tickets

**6. Calculate the number of tickets bought by the 6th graders:**

* 100 tickets

**7. Calculate the total number of tickets bought:**

* 900 tickets + 1050 tickets + 100 tickets = 2050 tickets

**8. Calculate the number of tickets left unsold:**

* 3000 tickets - 2050 tickets = 950 tickets


**Answer:** There were **950** tickets left unsold. 
",950,950.0,True
"James earns $10 per week as an allowance. After saving all his money for four weeks, he spends half of it on a new video game. He then spends a quarter of what is left to buy a new book. How much money does he have left?","He starts out with $10 * 4 = $<<10*4=40>>40.
James spend $40 / 2 = $<<40/2=20>>20 on the video game.
After buying the game, he has $40 - $20 = $<<40-20=20>>20 left.
He spent $20 / 4 = $<<20/4=5>>5 on the book.
He has $20 - $5 = $<<20-5=15>>15 left.
#### 15","Here's how to solve the problem step-by-step:

**1. Calculate James' total savings:**

* He saves $10/week * 4 weeks = $40

**2. Calculate the cost of the video game:**

* He spends $40 / 2 = $20 on the video game.

**3. Calculate the money left after buying the video game:**

* He has $40 - $20 = $20 left.

**4. Calculate the cost of the book:**

* He spends $20 / 4 = $5 on the book.

**5. Calculate James' final amount of money:**

* He has $20 - $5 = $15 left.


**Answer:** James has $15 left. 
",15,15.0,True
"A global gym decides to replace all of its cardio machines.  They have 20 gyms.  Each gym has 10 bikes, 5 treadmills, and 5 elliptical machines.  The bikes cost $700 each.  The treadmills cost 50% more than that.  The elliptical machines are twice as expensive as the treadmills.  How much does it cost to replace everything?","The gym needs to buy 20*10=<<20*10=200>>200 bikes
20*5=<<20*5=100>>100 each of treadmills and ellipticals
So the bikes cost 200*700=$<<200*700=140000>>140,000
The treadmills cost 700*1.5=$<<700*1.5=1050>>1,050 each
So they cost a total of 1050*100=$<<1050*100=105000>>105,000
The ellipticals each cost 1050*2=$<<1050*2=2100>>2100.
So in total the ellipticals cost 2100*100=$<<2100*100=210000>>210,000
So the total cost of everything is 140,000+105,000+210,000=$<<140000+105000+210000=455000>>455,000
#### 455,000","Here's how to break down the cost:

**1. Treadmill Cost:**

* Treadmills cost 50% more than bikes, so they cost $700 * 0.50 = $350 extra.
* The cost of a treadmill is $700 + $350 = $1050.

**2. Elliptical Machine Cost:**

* Ellipticals are twice as expensive as treadmills, so they cost $1050 * 2 = $2100.

**3. Total Cost per Gym:**

* Each gym has 10 bikes + 5 treadmills + 5 ellipticals = 20 machines.
* The total cost per gym is $700 * 10 + $1050 * 5 + $2100 * 5 = $7000 + $5250 + $10500 = $22750

**4. Total Cost for All Gyms:**

* The total cost to replace all the machines is $22750 * 20 = $455000.


**Answer:** It costs $455,000 to replace everything. 
",455000,455000.0,True
"Dani brings two and half dozen cupcakes for her 2nd-grade class.  There are 27 students (including Dani), 1 teacher, and 1 teacher’s aid.  If 3 students called in sick that day, how many cupcakes are left after Dani gives one to everyone in the class?","Dani brings 2.5 x 12 = <<2.5*12=30>>30 cupcakes.
She needs this many cupcakes to feed everyone in class 27 + 2 = <<27+2=29>>29.
With the 3 students calling in sick, there are this many people in class today 29 - 3 = <<29-3=26>>26.
There are this many cupcakes left after everyone gets one 30 - 26 = <<30-26=4>>4 cupcakes.
#### 4","Here's how to solve the problem step-by-step:

**1. Calculate the total number of cupcakes:**

* A dozen has 12 items, so two and a half dozen is 2.5 * 12 = 30 cupcakes.

**2. Calculate the number of students Dani is giving cupcakes to:**

* There are 27 students in total, and 3 called in sick, leaving 27 - 3 = 24 students.

**3. Calculate the total number of cupcakes Dani gives out:**

* Dani gives one cupcake to each of the 24 students, so she gives out 24 cupcakes.

**4. Calculate the number of cupcakes remaining:**

* Dani started with 30 cupcakes and gave out 24, leaving 30 - 24 = 6 cupcakes. 


**Answer:** There are 6 cupcakes left. 
",4,6.0,False
Jerry had 63 pieces of candy.  He divided them up equally into 9 bags.  2 of the bags had chocolate hearts.  3 of the bags were chocolate kisses.  The rest of the bags were not chocolate.  How many pieces of candy were not chocolate?,"Jerry had 63 pieces of candy / 9 bags = <<63/9=7>>7 pieces of candy per bag.
There were chocolate hearts in 2 bags * 7 = <<2*7=14>>14 chocolate hearts.
There were chocolate kisses in 3 bags * 7 = <<3*7=21>>21 chocolate kisses.
There was a total of 21 + 14 chocolate candy = <<21+14=35>>35 chocolate.
Jerry started with 63 pieces - 35 chocolate = <<63-35=28>>28 pieces of non-chocolate candy.
#### 28","Here's how to solve the problem step-by-step:

**1. Calculate the number of bags with chocolate:**

* Jerry had 2 bags of chocolate hearts + 3 bags of chocolate kisses = 5 bags of chocolate.

**2. Calculate the number of bags without chocolate:**

* He had 9 total bags - 5 bags of chocolate = 4 bags without chocolate.

**3. Calculate the number of pieces of candy in the non-chocolate bags:**

* He had 63 total pieces of candy - 5 bags of chocolate * 10 pieces/bag = 63 - 50 = 13 pieces of candy.

**Answer:** There were **13** pieces of candy that were not chocolate. 
",28,13.0,False
"Maria is baking cookies for Sally. Sally says that she wants 1/4 of her cookies to have nuts in them, 40% to have chocolate chips in them, and the remainder to have nuts and chocolate chips in them. When she adds nuts to the cookies, she uses 2 nuts per cookie. If she makes 60 cookies, how many nuts does she need?","35% of the cookies have nuts and chocolate chips because 100 - 25 - 40 = <<100-25-40=35>>35
60% of the cookies have nuts in them because 25 + 35 = <<25+35=60>>60
She makes 36 cookies with nuts in them because 60 x .6 =<<36=36>>36
She needs 72 nuts because 36 x 2 = <<36*2=72>>72
#### 72","Here's how to solve this problem step-by-step:

**1. Calculate the number of cookies with nuts and chocolate chips:**

* Sally wants 1/4 of the cookies to have nuts, so she'll make (1/4) * 60 = 15 cookies with nuts.
* She wants 40% of the cookies to have chocolate chips, so she'll make (40/100) * 60 = 24 cookies with chocolate chips.
* The remaining cookies will have both nuts and chocolate chips.

**2. Calculate the total number of cookies with nuts and chocolate chips:**

* 15 (nuts) + 24 (chocolate chips) = 39 cookies

**3. Calculate the number of cookies with nuts and chocolate chips:**

* 60 (total cookies) - 39 (nuts and chocolate chips) = 21 cookies

**4. Calculate the total number of nuts used:**

* 2 nuts per cookie * 21 cookies = 42 nuts


**Answer:** Maria needs 42 nuts. 
",72,42.0,False
