question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"Mia is reading a 890-page book. Yesterday, she was able to read 89 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Mia read 89 x 2 = <<89*2=178>>178 pages today. So she was able to read a total of 89 + 178 = <<89+178=267>>267 pages since yesterday. There are 890 - 267 = <<890-267=623>>623 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 623/2 = <<623/2=311.5>>311.5 pages. #### 311.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Mia read twice as many pages today as yesterday, so she read 89 * 2 = 178 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 89 + 178 = 267 pages.

**3. Calculate the remaining pages:**

* Total pages in the book: 890 pages
* Pages read: 267 pages
* Remaining pages: 890 - 267 = 623 pages.

**4. Calculate pages to read tomorrow:**

* Mia wants to read half the remaining pages, so she should read 623 / 2 = 311.5 pages.

**Answer:** Since Mia can't read half a page, she should read **311** pages tomorrow. 
",311.5,311.0,False
"Ava is reading a 830-page book. Yesterday, she was able to read 83 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Ava read 83 x 2 = <<83*2=166>>166 pages today. So she was able to read a total of 83 + 166 = <<83+166=249>>249 pages since yesterday. There are 830 - 249 = <<830-249=581>>581 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 581/2 = <<581/2=290.5>>290.5 pages. #### 290.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Ava read twice as many pages today as yesterday, so she read 83 * 2 = 166 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 83 + 166 = 249 pages.

**3. Calculate the remaining pages:**

* Total pages in the book: 830 pages
* Pages read: 249 pages
* Remaining pages: 830 - 249 = 581 pages

**4. Calculate the pages to read tomorrow:**

* Ava wants to read half the remaining pages, so she should read 581 / 2 = 290.5 pages.

**Answer:** Since you can't read half a page, Ava should read **290** pages tomorrow. 
",290.5,290.0,False
"Ava is reading a 720-page book. Yesterday, she was able to read 72 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Ava read 72 x 2 = <<72*2=144>>144 pages today. So she was able to read a total of 72 + 144 = <<72+144=216>>216 pages since yesterday. There are 720 - 216 = <<720-216=504>>504 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 504/2 = <<504/2=252.0>>252.0 pages. #### 252.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Ava read twice the number of pages she read yesterday, so she read 72 * 2 = 144 pages today.

**2. Calculate the total pages read:**

* Ava read a total of 72 + 144 = 216 pages.

**3. Calculate the remaining pages:**

* Ava has 720 - 216 = 504 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Ava wants to read half of the remaining pages, so she should read 504 / 2 = 252 pages.


**Answer:** Ava should read 252 pages tomorrow. 
",252.0,252.0,True
"Mia is reading a 760-page book. Yesterday, she was able to read 76 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Mia read 76 x 2 = <<76*2=152>>152 pages today. So she was able to read a total of 76 + 152 = <<76+152=228>>228 pages since yesterday. There are 760 - 228 = <<760-228=532>>532 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 532/2 = <<532/2=266.0>>266.0 pages. #### 266.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Mia read twice the number of pages she read yesterday, so she read 76 * 2 = 152 pages today.

**2. Calculate the total pages read:**

* Total pages read so far: 76 + 152 = 228 pages

**3. Calculate the remaining pages:**

* Pages left to read: 760 - 228 = 532 pages

**4. Calculate the pages to read tomorrow:**

* Mia wants to read half the remaining pages, so she should read 532 / 2 = 266 pages.


**Answer:** Mia should read 266 pages tomorrow. 
",266.0,266.0,True
"Olivia is reading a 130-page book. Yesterday, she was able to read 13 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Olivia read 13 x 2 = <<13*2=26>>26 pages today. So she was able to read a total of 13 + 26 = <<13+26=39>>39 pages since yesterday. There are 130 - 39 = <<130-39=91>>91 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 91/2 = <<91/2=45.5>>45.5 pages. #### 45.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Olivia read twice as many pages today as yesterday, so she read 13 * 2 = 26 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 13 + 26 = 39 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 130 - 39 = 91 pages.

**4. Calculate the pages to read tomorrow:**

* Olivia wants to read half the remaining pages, so she should read 91 / 2 = 45.5 pages.

**Answer:** Since Olivia can't read half a page, she should read **45** pages tomorrow. 
",45.5,45.0,False
"Emma is reading a 560-page book. Yesterday, she was able to read 56 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Emma read 56 x 2 = <<56*2=112>>112 pages today. So she was able to read a total of 56 + 112 = <<56+112=168>>168 pages since yesterday. There are 560 - 168 = <<560-168=392>>392 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 392/2 = <<392/2=196.0>>196.0 pages. #### 196.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Emma read twice as many pages today as yesterday, so she read 56 * 2 = 112 pages.

**2. Calculate the total pages read:**

* Emma read a total of 56 + 112 = 168 pages.

**3. Calculate the remaining pages:**

* Emma has 560 - 168 = 392 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Emma wants to read half of the remaining pages, so she should read 392 / 2 = 196 pages.


**Answer:** Emma should read 196 pages tomorrow. 
",196.0,196.0,True
"Amelia is reading a 170-page book. Yesterday, she was able to read 17 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Amelia read 17 x 2 = <<17*2=34>>34 pages today. So she was able to read a total of 17 + 34 = <<17+34=51>>51 pages since yesterday. There are 170 - 51 = <<170-51=119>>119 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 119/2 = <<119/2=59.5>>59.5 pages. #### 59.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Amelia read twice as many pages today as yesterday, so she read 17 * 2 = 34 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 17 + 34 = 51 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 170 - 51 = 119 pages.

**4. Calculate the pages to read tomorrow:**

* Amelia wants to read half the remaining pages, so she should read 119 / 2 = 59.5 pages.

**Answer:** Since Amelia can't read half a page, she should read **59** pages tomorrow. 
",59.5,59.0,False
"Amelia is reading a 380-page book. Yesterday, she was able to read 38 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Amelia read 38 x 2 = <<38*2=76>>76 pages today. So she was able to read a total of 38 + 76 = <<38+76=114>>114 pages since yesterday. There are 380 - 114 = <<380-114=266>>266 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 266/2 = <<266/2=133.0>>133.0 pages. #### 133.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Amelia read twice as many pages today as yesterday, so she read 38 * 2 = 76 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 38 + 76 = 114 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 380 - 114 = 266 pages.

**4. Calculate the pages to read tomorrow:**

* Amelia wants to read half the remaining pages, so she should read 266 / 2 = 133 pages.


**Answer:** Amelia should read 133 pages tomorrow. 
",133.0,133.0,True
"Isabella is reading a 940-page book. Yesterday, she was able to read 94 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Isabella read 94 x 2 = <<94*2=188>>188 pages today. So she was able to read a total of 94 + 188 = <<94+188=282>>282 pages since yesterday. There are 940 - 282 = <<940-282=658>>658 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 658/2 = <<658/2=329.0>>329.0 pages. #### 329.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Isabella read twice the number of pages she read yesterday, so she read 94 * 2 = 188 pages today.

**2. Calculate the total pages read:**

* Total pages read so far: 94 + 188 = 282 pages

**3. Calculate the remaining pages:**

* Pages left to read: 940 - 282 = 658 pages

**4. Calculate the pages Isabella needs to read tomorrow:**

* She wants to read half the remaining pages, so she needs to read 658 / 2 = 329 pages.


**Answer:** Isabella should read 329 pages tomorrow. 
",329.0,329.0,True
"Emma is reading a 960-page book. Yesterday, she was able to read 96 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Emma read 96 x 2 = <<96*2=192>>192 pages today. So she was able to read a total of 96 + 192 = <<96+192=288>>288 pages since yesterday. There are 960 - 288 = <<960-288=672>>672 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 672/2 = <<672/2=336.0>>336.0 pages. #### 336.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Emma read twice as many pages today as yesterday, so she read 96 * 2 = 192 pages.

**2. Calculate the total pages read:**

* Emma read a total of 96 + 192 = 288 pages.

**3. Calculate the remaining pages:**

* Emma has 960 - 288 = 672 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Emma wants to read half of the remaining pages, so she should read 672 / 2 = 336 pages.


**Answer:** Emma should read 336 pages tomorrow. 
",336.0,336.0,True
"Sophia is reading a 470-page book. Yesterday, she was able to read 47 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Sophia read 47 x 2 = <<47*2=94>>94 pages today. So she was able to read a total of 47 + 94 = <<47+94=141>>141 pages since yesterday. There are 470 - 141 = <<470-141=329>>329 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 329/2 = <<329/2=164.5>>164.5 pages. #### 164.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Sophia read twice as many pages today as yesterday, so she read 47 * 2 = 94 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 47 + 94 = 141 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 470 - 141 = 329 pages.

**4. Calculate the pages to read tomorrow:**

* Sophia wants to read half the remaining pages, so she should read 329 / 2 = 164.5 pages.

**Answer:** Sophia should read 164.5 pages tomorrow. Since you can't read half a page, she should read **165 pages** to finish the book. 
",164.5,165.0,False
"Emma is reading a 220-page book. Yesterday, she was able to read 22 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Emma read 22 x 2 = <<22*2=44>>44 pages today. So she was able to read a total of 22 + 44 = <<22+44=66>>66 pages since yesterday. There are 220 - 66 = <<220-66=154>>154 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 154/2 = <<154/2=77.0>>77.0 pages. #### 77.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Emma read twice the number of pages she read yesterday, so she read 22 * 2 = 44 pages today.

**2. Calculate the total pages read:**

* Emma read 22 + 44 = 66 pages in total.

**3. Calculate the remaining pages:**

* Emma has 220 - 66 = 154 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Emma wants to read half of the remaining pages, so she should read 154 / 2 = 77 pages.


**Answer:** Emma should read 77 pages tomorrow. 
",77.0,77.0,True
"Amelia is reading a 540-page book. Yesterday, she was able to read 54 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Amelia read 54 x 2 = <<54*2=108>>108 pages today. So she was able to read a total of 54 + 108 = <<54+108=162>>162 pages since yesterday. There are 540 - 162 = <<540-162=378>>378 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 378/2 = <<378/2=189.0>>189.0 pages. #### 189.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Amelia read twice as many pages today as yesterday, so she read 54 * 2 = 108 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 54 + 108 = 162 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 540 - 162 = 378 pages.

**4. Calculate the pages to read tomorrow:**

* Amelia wants to read half the remaining pages, so she should read 378 / 2 = 189 pages.


**Answer:** Amelia should read 189 pages tomorrow. 
",189.0,189.0,True
"Isabella is reading a 500-page book. Yesterday, she was able to read 50 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Isabella read 50 x 2 = <<50*2=100>>100 pages today. So she was able to read a total of 50 + 100 = <<50+100=150>>150 pages since yesterday. There are 500 - 150 = <<500-150=350>>350 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 350/2 = <<350/2=175.0>>175.0 pages. #### 175.0","Here's how to solve the problem step-by-step:

**1. Today's reading:**

* Isabella read twice the number of pages she read yesterday, so she read 50 * 2 = 100 pages today.

**2. Total pages read:**

*  She read a total of 50 + 100 = 150 pages.

**3. Pages remaining:**

* Isabella has 500 - 150 = 350 pages left to read.

**4. Pages to read tomorrow:**

* She wants to read half of the remaining pages, so she should read 350 / 2 = 175 pages.


**Answer:** Isabella should read 175 pages tomorrow. 
",175.0,175.0,True
"Sophia is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Sophia read 12 x 2 = <<12*2=24>>24 pages today. So she was able to read a total of 12 + 24 = <<12+24=36>>36 pages since yesterday. There are 120 - 36 = <<120-36=84>>84 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 84/2 = <<84/2=42.0>>42.0 pages. #### 42.0","Here's how to solve the problem step-by-step:

**1. Today's reading:**

* Sophia read twice the number of pages she read yesterday, so she read 12 * 2 = 24 pages today.

**2. Total pages read:**

* Sophia read a total of 12 + 24 = 36 pages.

**3. Pages remaining:**

* She has 120 - 36 = 84 pages left to read.

**4. Pages to read tomorrow:**

* She wants to read half of the remaining pages, so she should read 84 / 2 = 42 pages.


**Answer:** Sophia should read 42 pages tomorrow. 
",42.0,42.0,True
"Isabella is reading a 810-page book. Yesterday, she was able to read 81 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Isabella read 81 x 2 = <<81*2=162>>162 pages today. So she was able to read a total of 81 + 162 = <<81+162=243>>243 pages since yesterday. There are 810 - 243 = <<810-243=567>>567 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 567/2 = <<567/2=283.5>>283.5 pages. #### 283.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Isabella read twice as many pages today as yesterday, so she read 81 * 2 = 162 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 81 + 162 = 243 pages.

**3. Calculate the remaining pages:**

* Total pages in the book: 810 pages
* Pages read: 243 pages
* Remaining pages: 810 - 243 = 567 pages

**4. Calculate the pages to read tomorrow:**

* Isabella wants to read half the remaining pages, so she should read 567 / 2 = 283.5 pages.

**Answer:** Since Isabella can't read half a page, she should read **283** pages tomorrow. 
",283.5,283.0,False
"Amelia is reading a 170-page book. Yesterday, she was able to read 17 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Amelia read 17 x 2 = <<17*2=34>>34 pages today. So she was able to read a total of 17 + 34 = <<17+34=51>>51 pages since yesterday. There are 170 - 51 = <<170-51=119>>119 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 119/2 = <<119/2=59.5>>59.5 pages. #### 59.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Amelia read twice as many pages today as yesterday, so she read 17 * 2 = 34 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 17 + 34 = 51 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 170 - 51 = 119 pages.

**4. Calculate the pages to read tomorrow:**

* Amelia wants to read half the remaining pages, so she should read 119 / 2 = 59.5 pages.

**Answer:** Since Amelia can't read half a page, she should read **59** pages tomorrow. 
",59.5,59.0,False
"Mia is reading a 870-page book. Yesterday, she was able to read 87 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Mia read 87 x 2 = <<87*2=174>>174 pages today. So she was able to read a total of 87 + 174 = <<87+174=261>>261 pages since yesterday. There are 870 - 261 = <<870-261=609>>609 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 609/2 = <<609/2=304.5>>304.5 pages. #### 304.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Mia read twice as many pages today as yesterday, so she read 87 * 2 = 174 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 87 + 174 = 261 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 870 - 261 = 609 pages.

**4. Calculate the pages to read tomorrow:**

* Mia wants to read half the remaining pages, so she should read 609 / 2 = 304.5 pages.

**Answer:** Since Mia can't read half a page, she should read **304** pages tomorrow. 
",304.5,304.0,False
"Emma is reading a 590-page book. Yesterday, she was able to read 59 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Emma read 59 x 2 = <<59*2=118>>118 pages today. So she was able to read a total of 59 + 118 = <<59+118=177>>177 pages since yesterday. There are 590 - 177 = <<590-177=413>>413 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 413/2 = <<413/2=206.5>>206.5 pages. #### 206.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Emma read twice as many pages today as yesterday, so she read 59 * 2 = 118 pages.

**2. Calculate the total pages read:**

* Emma read a total of 59 + 118 = 177 pages.

**3. Calculate the remaining pages:**

* Emma has 590 - 177 = 413 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Emma wants to read half of the remaining pages, so she should read 413 / 2 = 206.5 pages.

**Answer:** Since Emma can't read half a page, she should read **206** pages tomorrow. 
",206.5,206.0,False
"Mia is reading a 650-page book. Yesterday, she was able to read 65 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Mia read 65 x 2 = <<65*2=130>>130 pages today. So she was able to read a total of 65 + 130 = <<65+130=195>>195 pages since yesterday. There are 650 - 195 = <<650-195=455>>455 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 455/2 = <<455/2=227.5>>227.5 pages. #### 227.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Mia read twice as many pages today as yesterday, so she read 65 * 2 = 130 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 65 + 130 = 195 pages.

**3. Calculate the remaining pages:**

* Total pages in the book: 650
* Pages read: 195
* Remaining pages: 650 - 195 = 455 pages.

**4. Calculate the pages to read tomorrow:**

* Mia wants to read half the remaining pages, so she should read 455 / 2 = 227.5 pages.

**Answer:** Since Mia can't read half a page, she should read **227** pages tomorrow. 
",227.5,227.0,False
"Isabella is reading a 430-page book. Yesterday, she was able to read 43 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Isabella read 43 x 2 = <<43*2=86>>86 pages today. So she was able to read a total of 43 + 86 = <<43+86=129>>129 pages since yesterday. There are 430 - 129 = <<430-129=301>>301 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 301/2 = <<301/2=150.5>>150.5 pages. #### 150.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Isabella read twice as many pages today as yesterday, so she read 43 * 2 = 86 pages.

**2. Calculate the total pages read so far:**

* Total pages read: 43 + 86 = 129 pages

**3. Calculate the remaining pages:**

* Remaining pages: 430 - 129 = 301 pages

**4. Calculate the pages Isabella needs to read tomorrow:**

* Pages to read tomorrow: 301 / 2 = 150.5 pages

**Since Isabella can't read half a page, she needs to read 151 pages tomorrow.** 
",150.5,151.0,False
"Amelia is reading a 450-page book. Yesterday, she was able to read 45 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Amelia read 45 x 2 = <<45*2=90>>90 pages today. So she was able to read a total of 45 + 90 = <<45+90=135>>135 pages since yesterday. There are 450 - 135 = <<450-135=315>>315 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 315/2 = <<315/2=157.5>>157.5 pages. #### 157.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Amelia read twice the number of pages she read yesterday, so she read 45 * 2 = 90 pages today.

**2. Calculate the total pages read:**

* Total pages read so far: 45 + 90 = 135 pages

**3. Calculate the remaining pages:**

* Pages left to read: 450 - 135 = 315 pages

**4. Calculate the pages to read tomorrow:**

* Amelia wants to read half the remaining pages, so she should read 315 / 2 = 157.5 pages.

**Since Amelia can't read half a page, she should read 157 pages tomorrow.** 
",157.5,157.0,False
"Ava is reading a 730-page book. Yesterday, she was able to read 73 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Ava read 73 x 2 = <<73*2=146>>146 pages today. So she was able to read a total of 73 + 146 = <<73+146=219>>219 pages since yesterday. There are 730 - 219 = <<730-219=511>>511 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 511/2 = <<511/2=255.5>>255.5 pages. #### 255.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Ava read twice as many pages today as yesterday, so she read 73 * 2 = 146 pages.

**2. Calculate the total pages read:**

* Ava read a total of 73 + 146 = 219 pages.

**3. Calculate the remaining pages:**

* Ava has 730 - 219 = 511 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Ava wants to read half of the remaining pages, so she should read 511 / 2 = 255.5 pages.

**Answer:** Since you can't read half a page, Ava should read **255** pages tomorrow. 
",255.5,255.0,False
"Emma is reading a 790-page book. Yesterday, she was able to read 79 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Emma read 79 x 2 = <<79*2=158>>158 pages today. So she was able to read a total of 79 + 158 = <<79+158=237>>237 pages since yesterday. There are 790 - 237 = <<790-237=553>>553 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 553/2 = <<553/2=276.5>>276.5 pages. #### 276.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Emma read twice as many pages today as yesterday, so she read 79 * 2 = 158 pages.

**2. Calculate the total pages read:**

* Emma read a total of 79 + 158 = 237 pages.

**3. Calculate the remaining pages:**

* Emma has 790 - 237 = 553 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Emma wants to read half of the remaining pages, so she should read 553 / 2 = 276.5 pages.

**Answer:** Since Emma can't read half a page, she should read **276** pages tomorrow. 
",276.5,276.0,False
"Olivia is reading a 270-page book. Yesterday, she was able to read 27 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Olivia read 27 x 2 = <<27*2=54>>54 pages today. So she was able to read a total of 27 + 54 = <<27+54=81>>81 pages since yesterday. There are 270 - 81 = <<270-81=189>>189 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 189/2 = <<189/2=94.5>>94.5 pages. #### 94.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Olivia read twice as many pages today as yesterday, so she read 27 * 2 = 54 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 27 + 54 = 81 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 270 - 81 = 189 pages.

**4. Calculate the pages to read tomorrow:**

* Olivia wants to read half the remaining pages, so she should read 189 / 2 = 94.5 pages.

**Since Olivia can't read half a page, she should read 94 pages to reach half of the remaining pages.** 
",94.5,94.0,False
"Charlotte is reading a 210-page book. Yesterday, she was able to read 21 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Charlotte read 21 x 2 = <<21*2=42>>42 pages today. So she was able to read a total of 21 + 42 = <<21+42=63>>63 pages since yesterday. There are 210 - 63 = <<210-63=147>>147 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 147/2 = <<147/2=73.5>>73.5 pages. #### 73.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Charlotte read twice the number of pages she read yesterday, so she read 21 * 2 = 42 pages today.

**2. Calculate the total pages read:**

* Total pages read so far: 21 + 42 = 63 pages

**3. Calculate the remaining pages:**

* Pages left to read: 210 - 63 = 147 pages

**4. Calculate the pages to read tomorrow:**

* Charlotte wants to read half the remaining pages, so she should read 147 / 2 = 73.5 pages.

**Since Charlotte can't read half a page, she should read 74 pages tomorrow.** 
",73.5,74.0,False
"Ava is reading a 290-page book. Yesterday, she was able to read 29 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Ava read 29 x 2 = <<29*2=58>>58 pages today. So she was able to read a total of 29 + 58 = <<29+58=87>>87 pages since yesterday. There are 290 - 87 = <<290-87=203>>203 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 203/2 = <<203/2=101.5>>101.5 pages. #### 101.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Ava read twice as many pages today as yesterday, so she read 29 * 2 = 58 pages.

**2. Calculate the total pages read:**

* Ava read 29 + 58 = 87 pages in total.

**3. Calculate the remaining pages:**

* Ava has 290 - 87 = 203 pages left to read.

**4. Calculate the pages to read tomorrow:**

* Ava wants to read half of the remaining pages, so she should read 203 / 2 = 101.5 pages.

**Answer:** Ava should read 101.5 pages tomorrow. 
",101.5,101.5,True
"Charlotte is reading a 820-page book. Yesterday, she was able to read 82 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Charlotte read 82 x 2 = <<82*2=164>>164 pages today. So she was able to read a total of 82 + 164 = <<82+164=246>>246 pages since yesterday. There are 820 - 246 = <<820-246=574>>574 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 574/2 = <<574/2=287.0>>287.0 pages. #### 287.0","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Charlotte read twice as many pages today as yesterday, so she read 82 * 2 = 164 pages.

**2. Calculate the total pages read:**

* Total pages read so far: 82 + 164 = 246 pages.

**3. Calculate the remaining pages:**

* Pages left to read: 820 - 246 = 574 pages.

**4. Calculate the pages to read tomorrow:**

* Charlotte wants to read half the remaining pages, so she should read 574 / 2 = 287 pages.


**Answer:** Charlotte should read 287 pages tomorrow. 
",287.0,287.0,True
"Mia is reading a 330-page book. Yesterday, she was able to read 33 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Mia read 33 x 2 = <<33*2=66>>66 pages today. So she was able to read a total of 33 + 66 = <<33+66=99>>99 pages since yesterday. There are 330 - 99 = <<330-99=231>>231 pages left to be read. Since she wants to read half of the remaining pages tomorrow, then she should read 231/2 = <<231/2=115.5>>115.5 pages. #### 115.5","Here's how to solve the problem step-by-step:

**1. Calculate today's reading:**

* Mia read twice as many pages today as yesterday, so she read 33 * 2 = 66 pages.

**2. Calculate the total pages read so far:**

* Total pages read: 33 + 66 = 99 pages

**3. Calculate the remaining pages:**

* Remaining pages: 330 - 99 = 231 pages

**4. Calculate the pages Mia should read tomorrow:**

* Pages to read tomorrow: 231 / 2 = 115.5 pages

**Since Mia can't read half a page, she should read 116 pages tomorrow.** 
",115.5,116.0,False
