"To determine the total fuel needed for the 400-mile trip, we calculate the fuel consumption per mile considering the passengers, crew, and their luggage, and then multiply by the distance of the trip.

1. **Base Fuel Consumption**: 
   - The empty plane requires 20 gallons of fuel per mile.

2. **Fuel Increase per Passenger**: 
   - Total people on board = 30 passengers + 5 crew members = 35 people.
   - Each person increases fuel usage by 3 gallons/mile.
   - Additional fuel due to people = 35 people × 3 gallons/person/mile = 105 gallons/mile.

3. **Fuel Increase per Bag**: 
   - Total bags = 35 people × 2 bags/person = 70 bags.
   - Each bag increases fuel usage by 2 gallons/mile.
   - Additional fuel due to bags = 70 bags × 2 gallons/bag/mile = 140 gallons/mile.

4. **Total Fuel Consumption per Mile**: 
   - Total gallons per mile = 20 (base) + 105 (people) + 140 (bags) = 265 gallons/mile.

5. **Total Fuel Needed for 400-Mile Trip**: 
   - Total gallons for the trip = 265 gallons/mile × 400 miles = 106,000 gallons.

Therefore, the plane needs 106,000 gallons of fuel for the 400-mile trip.",400.0
"First, let's calculate the cost of the flashlight. The flashlight costs 20% of the price of the hoodie, which is $80.

\[ \text{Cost of flashlight} = 0.20 \times 80 = 16 \]

Next, let's calculate the cost of the boots after the discount. The original price of the boots is $110, and Celina gets a 10% discount.

\[ \text{Discount on boots} = 0.10 \times 110 = 11 \]

\[ \text{Discounted price of boots} = 110 - 11 = 99 \]

Now, let's add up the total cost of all the items:

\[ \text{Total cost} = \text{Cost of hoodie} + \text{Cost of flashlight} + \text{Discounted price of boots} \]

\[ \text{Total cost} = 80 + 16 + 99 = 195 \]

Thus, Celina spent a total of $195 on the equipment.",195.0
"To solve this, let's break it down step by step:

1. Maria has 2 potatoes.

2. She wants to cut up six times as many carrots as potatoes:
   \[
   \text{Carrots} = 6 \times 2 = 12
   \]
   
3. She wants to cut twice as many onions as carrots:
   \[
   \text{Onions} = 2 \times 12 = 24
   \]

4. She needs 1/3 as many green beans as onions:
   \[
   \text{Green Beans} = \frac{1}{3} \times 24 = 8
   \]

Maria needs to cut 8 green beans.",8.0
"To find out how many kilograms of cherries Genevieve bought, we need to calculate the total price of the cherries and then divide by the price per kilogram.

First, let's determine the total amount of money required:

Genevieve was $400 short, and she had $1600 on her.  
So, the total price of the cherries is:  
$1600 + $400 = $2000

Next, since cherries cost $8 per kilogram, we need to find out how many kilograms she could buy for $2000:

$2000 ÷ $8 per kilogram = 250 kilograms

Thus, Genevieve bought 250 kilograms of cherries.",250.0
"To find the total number of car wheels in the parking lot, we first need to calculate the number of wheels on all the cars.

1. There are 10 cars belonging to the guests, and each car has 4 wheels. So, the wheels on the guest cars are:  
   \( 10 \text{ cars} \times 4 \text{ wheels per car} = 40 \text{ wheels} \).

2. We also need to account for Dylan's mother's car and Dylan's father's jeep. Assuming each of these also has 4 wheels, we have:
   - Dylan's mother's car: 4 wheels
   - Dylan's father's jeep: 4 wheels

3. Adding all the wheels together:
   \[
   40 \text{ (guest car wheels)} + 4 \text{ (mother's car wheels)} + 4 \text{ (father's jeep wheels)} = 48 \text{ wheels}
   \]

Thus, there are a total of 48 car wheels in the parking lot. The answer is 48.",48.0
"To solve this problem, we can use the concept of ratios to find the ages of Halima, Beckham, and Michelle, and then determine the age difference between Halima and Beckham.

The ratio of their ages is given as 4:3:7. This means if we let the ages of Halima, Beckham, and Michelle be 4x, 3x, and 7x respectively, the sum of their ages is:

\[ 4x + 3x + 7x = 14x \].

We know that the total age is 126, so we can set up the equation:

\[ 14x = 126 \].

Solving for \( x \), we divide both sides by 14:

\[ x = \frac{126}{14} = 9 \].

Now, we can find the individual ages:
- Halima's age is \( 4x = 4 \times 9 = 36 \),
- Beckham's age is \( 3x = 3 \times 9 = 27 \).

The age difference between Halima and Beckham is:

\[ 36 - 27 = 9 \].

Therefore, the age difference between Halima and Beckham is 9 years.",9.0
"To find out how many puppies Yuri has now, let's calculate the number of puppies he adopted each week:

1. First week: Yuri adopted 20 puppies.

2. Second week: He adopted \( \frac{2}{5} \) times as many puppies as the first week. Therefore, he adopted:
   \[
   \frac{2}{5} \times 20 = 8 \text{ puppies}
   \]

3. Third week: He adopted twice the number of puppies he adopted in the second week. Hence, he adopted:
   \[
   2 \times 8 = 16 \text{ puppies}
   \]

4. Fourth week: He adopted ten more puppies than he did in the first week. Therefore, he adopted:
   \[
   20 + 10 = 30 \text{ puppies}
   \]

Adding up the number of puppies adopted each week gives us the total number of puppies Yuri has now:
\[
20 + 8 + 16 + 30 = 74 \text{ puppies}
\]

Thus, Yuri has 74 puppies.",74.0
"First, let's calculate the distance Tim rides on workdays. Since his work is 20 miles away and he rides back and forth, that's 20 miles each way:

20 miles x 2 (back and forth) = 40 miles per day.

Tim works 5 days a week, so:

40 miles/day x 5 days = 200 miles for commuting.

Next, add the weekend ride:

200 miles (weekday commuting) + 200 miles (weekend ride) = 400 miles total.

Tim rides at 25 miles per hour, so the total time spent biking:

400 miles ÷ 25 mph = 16 hours.

Thus, Tim spends 16 hours biking in a week.",16.0
"To find the value of the Dow Jones Industrial Average before it fell by 2% to end at 8,722, you can set up an equation where the initial value is \( x \).

After a 2% decrease, the value is:

\[ x - 0.02x = 8,722 \]
\[ 0.98x = 8,722 \]

Now, solve for \( x \):

\[ x = \frac{8,722}{0.98} \]
\[ x \approx 8,900 \]

So, the Dow was approximately 8,900 in the morning before the markets opened.",8900.0
"For the first 12 hours, John generates $5,000 per hour. So, in those 12 hours, he makes:

\( 12 \times 5,000 = 60,000 \) dollars.

For the remaining 14 hours, he generates 20% more per hour than $5,000. To find 20% of $5,000:

\( 0.20 \times 5,000 = 1,000 \) dollars.

So, during the remaining hours, he generates:

\( 5,000 + 1,000 = 6,000 \) dollars per hour.

For these 14 hours, he makes:

\( 14 \times 6,000 = 84,000 \) dollars.

The total money he makes is:

\( 60,000 + 84,000 = 144,000 \) dollars.

The answer is $144,000.",144000.0
"Mr. Ray has 10 tuna, each weighing 200 pounds, so he has a total of 10 x 200 = 2,000 pounds of tuna. Each customer wants 25 pounds of tuna. To find out how many customers he can serve, divide the total pounds of tuna by the number of pounds each customer wants:

2,000 ÷ 25 = 80 customers.

Since Mr. Ray has 100 customers and can serve 80 of them, the remaining customers who will go home without any fish are:

100 - 80 = 20 customers.

The answer is 20 customers.",20.0
"The barbell costs 1/10 of the squat rack's price. So, the cost of the barbell is \( \frac{1}{10} \times 2500 = 250 \) dollars. Therefore, for both the squat rack and the barbell, Jack pays \( 2500 + 250 = 2750 \) dollars in total. The answer is 2750.",2750.0
"First, let's determine how many vehicles were in the back parking lot. Lana saw two times more vehicles at the back than there were in the front. Since there were 100 cars in the front, there would be \(2 \times 100 = 200\) cars in the back.

Now, find the total number of cars initially in the parking lot:

\[ 100 \text{ (front) } + 200 \text{ (back) } = 300 \text{ cars initially.} \]

At the end of the play, there were 700 cars in total. Therefore, the number of cars that parked during the play is:

\[ 700 \text{ (total after play) } - 300 \text{ (initial total) } = 400 \text{ cars parked during the play.} \]

The answer is 400 cars.",400.0
"First, we need to calculate the reduced prices of the shirt and the leather jacket.

1. The original price of a shirt is $60. The reduced price after a 20% discount is:
   \[
   \text{Reduced price of a shirt} = 60 - (0.20 \times 60) = 60 - 12 = 48 \text{ dollars}
   \]

2. The original price of a leather jacket is $90. The reduced price after a 20% discount is:
   \[
   \text{Reduced price of a leather jacket} = 90 - (0.20 \times 90) = 90 - 18 = 72 \text{ dollars}
   \]

Next, calculate the total amount Teagan will pay for 5 shirts and 10 leather jackets at these reduced prices.

1. The cost for 5 shirts at the reduced price is:
   \[
   5 \times 48 = 240 \text{ dollars}
   \]

2. The cost for 10 leather jackets at the reduced price is:
   \[
   10 \times 72 = 720 \text{ dollars}
   \]

Finally, find the total amount Teagan will pay:
   \[
   240 + 720 = 960 \text{ dollars}
   \]

Therefore, Teagan will pay $960 for buying 5 shirts and 10 leather jackets at the reduced prices.",10.0
"To solve this, we first need to determine how much Frank spent on peanuts. We do this by calculating how much money he initially had and then subtracting the change he had left.

1. Calculate the total amount of money Frank initially had:
   - Frank has 7 one-dollar bills: 7 x $1 = $7
   - Frank has 4 five-dollar bills: 4 x $5 = $20
   - Frank has 2 ten-dollar bills: 2 x $10 = $20
   - Frank has 1 twenty-dollar bill: 1 x $20 = $20

   Adding these amounts together gives: $7 + $20 + $20 + $20 = $67

2. Determine how much Frank spent on the peanuts:
   - He ended with $4. Therefore, he spent: $67 - $4 = $63

3. Calculate the number of pounds of peanuts Frank bought:
   - Peanuts cost $3 per pound. So, Frank bought: $63 ÷ $3 = 21 pounds of peanuts

4. Determine the average pounds of peanuts he eats per day over one week:
   - There are 7 days in a week. Therefore, he eats: 21 pounds ÷ 7 days = 3 pounds per day on average.

The answer is that Frank eats an average of 3 pounds of peanuts per day.",3.0
"Amy spent money on 3 dolls, each costing $1. Therefore, she spent 3 x $1 = $3. She originally had $100. After buying the dolls, Amy has $100 - $3 = $97 left. The answer is $97.",97.0
"Ronald wants to make a profit that is a third of his initial investment of $3000. To find out how much profit that is, you calculate:

Profit = $3000 * (1/3) = $1000

So, Ronald's target is to make $3000 + $1000 = $4000 in total from selling all 200 phones.

To find the selling price for each phone, divide the total amount Ronald wants to earn by the total number of phones:

Selling price per phone = $4000 / 200 = $20

Therefore, the selling price for each phone should be $20.",20.0
"On the first day, Cyrus writes 25 pages.

On the second day, he writes twice that amount, which is 2 × 25 = 50 pages.

On the third day, he writes twice the amount he did on the second day, which is 2 × 50 = 100 pages.

On the fourth day, he writes 10 pages.

To find out how many pages he has written so far, we add up the pages from each day:

25 (first day) + 50 (second day) + 100 (third day) + 10 (fourth day) = 185 pages

Cyrus needs to write a total of 500 pages. We subtract the number of pages he has written from the total to find out how many more pages he needs to write:

500 - 185 = 315

Cyrus needs to write 315 more pages.",315.0
"Harvey runs 8 miles more than Sam, so Harvey runs 12 + 8 = 20 miles. Together, Harvey and Sam run 12 + 20 = 32 miles. The answer is 32.",32.0
"First, calculate how many newspapers Miranda delivers in a week. Since she delivers twice as many as Jake, it would be:

\( 234 \times 2 = 468 \) newspapers per week.

Now, find out how many newspapers each delivers in a month. Assuming a month has about 4 weeks:

- Jake: \( 234 \times 4 = 936 \) newspapers per month.
- Miranda: \( 468 \times 4 = 1872 \) newspapers per month.

Finally, to find out how many more newspapers Miranda delivers than Jake in a month:

\( 1872 - 936 = 936 \).

So, Miranda delivers 936 more newspapers than Jake in a month. The answer is 936.",936.0
"To determine how many lilies Martha will put in each centerpiece, we first need to understand how many roses and orchids are in each centerpiece and how much they cost.

1. **Calculate the number of roses**:
   - Each centerpiece uses 8 roses.

2. **Calculate the number of orchids**:
   - Each centerpiece uses twice as many orchids as roses.
   - Therefore, each centerpiece uses \( 2 \times 8 = 16 \) orchids.

3. **Calculate the cost for roses and orchids per centerpiece**:
   - Each rose costs $15, so the cost for roses in one centerpiece is \( 8 \times 15 = 120 \) dollars.
   - Each orchid also costs $15, so the cost for orchids in one centerpiece is \( 16 \times 15 = 240 \) dollars.

4. **Total cost for roses and orchids per centerpiece**:
   - The total cost for roses and orchids per centerpiece is \( 120 + 240 = 360 \) dollars.

5. **Calculate the total budget for all centerpieces**:
   - Martha's total budget is $2700.

6. **Calculate the total cost for roses and orchids for all centerpieces**:
   - There are 6 centerpieces, so the cost for roses and orchids for all centerpieces is \( 6 \times 360 = 2160 \) dollars.

7. **Calculate the remaining budget for lilies**:
   - The remaining budget for lilies is \( 2700 - 2160 = 540 \) dollars.

8. **Determine how many lilies she can buy with the remaining budget**:
   - Each lily costs $15, so the number of lilies that can be purchased is \( \frac{540}{15} = 36 \) lilies.

9. **Calculate the number of lilies per centerpiece**:
   - If 36 lilies need to be distributed equally among 6 centerpieces, then each centerpiece will have \( \frac{36}{6} = 6 \) lilies.

Therefore, Martha will put 6 lilies in each centerpiece.",6.0
"Robin initially walks 200 meters towards the city center. Then, he returns 200 meters back to his house, which totals 400 meters so far. After retrieving his bag, he walks the full 500 meters to the city center. 

Adding these distances together, Robin walks:

200 meters (toward the city) + 200 meters (back to the house) + 500 meters (back to the city) = 900 meters in total.

The answer is 900 meters.",900.0
"First, we need to calculate the total cost of the dishes:

Leticia's dish: $10  
Scarlett's dish: $13  
Percy's dish: $17  

Total cost = $10 + $13 + $17 = $40

Next, we calculate the 10% tip on the total cost:

10% of $40 = 0.10 × 40 = $4

The gratuity the waiter should receive is $4.",4.0
"To find out how much charcoal Jason needs to add, we need to determine the ratio of charcoal to water and then apply it to the amount of water he's using.

The given ratio is 2 grams of charcoal for every 30 ml of water.

First, we calculate how many batches of 30 ml are in 900 ml:

\[ \frac{900 \, \text{ml}}{30 \, \text{ml/batch}} = 30 \, \text{batches} \]

Since each batch requires 2 grams of charcoal, for 30 batches, Jason needs to add:

\[ 30 \times 2 = 60 \, \text{grams of charcoal} \]

Therefore, Jason adds 60 grams of charcoal.",60.0
"First, let's calculate how much total air Kate needs to fill all 52 balloons. Each balloon holds 5 gallons of air, so:

52 balloons × 5 gallons per balloon = 260 gallons of air

Next, we'll determine how much air she fills at each stage of her process:

1. For the first 10 minutes, she fills at a rate of 8 gallons per minute:

10 minutes × 8 gallons per minute = 80 gallons

2. For the next 5 minutes, she fills at half the initial rate, which is 4 gallons per minute:

5 minutes × 4 gallons per minute = 20 gallons

At this point, she has filled:

80 gallons + 20 gallons = 100 gallons

3. She needs to fill a total of 260 gallons, so she has 260 - 100 = 160 gallons left to fill. 

Now, she'll fill at a rate of 2 gallons per minute for the remaining air:

160 gallons ÷ 2 gallons per minute = 80 minutes

Finally, we'll add up all the time she has spent:

10 minutes (first stage) + 5 minutes (second stage) + 80 minutes (third stage) = 95 minutes

So, it will take Kate a total of 95 minutes to fill all of the balloons.",95.0
"James has 20 pairs of red socks, so he has 20 x 2 = 40 red socks. 

He has half as many black socks as red socks, so he has 40 / 2 = 20 black socks. 

The total number of red and black socks combined is 40 + 20 = 60. 

He has twice as many white socks as the red and black socks combined, so he has 60 x 2 = 120 white socks. 

To find the total number of socks, we add the red, black, and white socks together: 40 + 20 + 120 = 180.

So, James has a total of 180 socks.",180.0
"To calculate the total combined rainfall over the three days, we need to find the rainfall for each day and then sum them.

- On Monday, it rained for 7 hours at a rate of 1 inch per hour:
  \[
  \text{Rainfall on Monday} = 7 \, \text{hours} \times 1 \, \text{inch/hour} = 7 \, \text{inches}
  \]

- On Tuesday, it rained for 4 hours at a rate of 2 inches per hour:
  \[
  \text{Rainfall on Tuesday} = 4 \, \text{hours} \times 2 \, \text{inches/hour} = 8 \, \text{inches}
  \]

- On Wednesday, it rained for 2 hours at a rate of twice that of the previous day (Tuesday's rate was 2 inches per hour, so Wednesday's rate is 4 inches per hour):
  \[
  \text{Rainfall on Wednesday} = 2 \, \text{hours} \times 4 \, \text{inches/hour} = 8 \, \text{inches}
  \]

Now, add the rainfall from each day to get the total combined rainfall:
\[
\text{Total rainfall} = 7 \, \text{inches} + 8 \, \text{inches} + 8 \, \text{inches} = 23 \, \text{inches}
\]

The total combined rainfall for the three days is 23 inches.",23.0
"Cloud 9 Diving Company initially took in $12,000 from individual bookings and $16,000 from group bookings. This totals to $12,000 + $16,000 = $28,000. They had to return $1,600 due to cancellations. Therefore, the total amount of money the company has taken after the refunds is $28,000 - $1,600 = $26,400. The answer is $26,400.",26400.0
"To find out how many pages Yasna needs to read every day, first calculate the total number of pages in both books. Yasna has one book with 180 pages and another with 100 pages. 

\[ 180 + 100 = 280 \text{ pages} \]

Yasna wants to finish the books in two weeks. Since there are 7 days in a week, two weeks means:

\[ 2 \times 7 = 14 \text{ days} \]

To find out how many pages Yasna needs to read each day, divide the total number of pages by the total number of days:

\[ \frac{280 \text{ pages}}{14 \text{ days}} = 20 \text{ pages per day} \]

Yasna will need to read 20 pages every day to finish both books in two weeks.",20.0
"To find out how many more miles Joseph drives than Kyle, we need to calculate the distance each of them drives and then find the difference.

1. Calculate the distance Joseph drives:
   \[
   \text{Distance} = \text{Speed} \times \text{Time} = 50 \, \text{mph} \times 2.5 \, \text{hours} = 125 \, \text{miles}
   \]

2. Calculate the distance Kyle drives:
   \[
   \text{Distance} = \text{Speed} \times \text{Time} = 62 \, \text{mph} \times 2 \, \text{hours} = 124 \, \text{miles}
   \]

3. Find the difference in the distances Joseph and Kyle drive:
   \[
   125 \, \text{miles} - 124 \, \text{miles} = 1 \, \text{mile}
   \]

Joseph drives 1 more mile than Kyle. The answer is 1 mile.",1.0
"Claire's entire day consists of 24 hours. Here is the breakdown of her schedule:

1. Sleeping: 8 hours
2. Cleaning: 4 hours
3. Cooking: 2 hours

Total hours spent sleeping, cleaning, and cooking: 8 + 4 + 2 = 14 hours

The remaining hours in her day for crafting and tailoring are: 24 - 14 = 10 hours

Since crafting and tailoring are divided equally, Claire spends half of the remaining 10 hours crafting: 10 / 2 = 5 hours

Therefore, Claire spends 5 hours crafting. The answer is 5.",5.0
"To find out how much four bottles will cost, we first determine the cost per bottle. Josette bought 3 bottles for €1.50, so the cost per bottle is €1.50 / 3 = €0.50. Therefore, four bottles will cost 4 * €0.50 = €2.00. The answer is €2.00.",2.0
"To find out how much money their boss spends paying all of them every month, we first need to calculate each employee's weekly earnings and then multiply by the number of weeks in a month (assuming 4 weeks for this calculation).

1. Fiona's weekly earnings:  
   Fiona works 40 hours per week and earns $20 per hour.  
   \(40 \text{ hours/week} \times 20 \text{ dollars/hour} = 800 \text{ dollars/week}\).

2. John's weekly earnings:  
   John works 30 hours per week and earns $20 per hour.  
   \(30 \text{ hours/week} \times 20 \text{ dollars/hour} = 600 \text{ dollars/week}\).

3. Jeremy's weekly earnings:  
   Jeremy works 25 hours per week and earns $20 per hour.  
   \(25 \text{ hours/week} \times 20 \text{ dollars/hour} = 500 \text{ dollars/week}\).

Now, let's calculate the total weekly earnings for all three employees:  
\(800 + 600 + 500 = 1,900 \text{ dollars/week}\).

Next, let's calculate the total monthly expense (assuming 4 weeks in a month):  
\(1,900 \text{ dollars/week} \times 4 \text{ weeks/month} = 7,600 \text{ dollars/month}\).

Therefore, their boss spends $7,600 paying all of them every month.",7600.0
"Julia starts with $40. She spends half of her money, which is \( \frac{1}{2} \times 40 = 20 \) dollars, on the new game. This leaves her with \( 40 - 20 = 20 \) dollars.

Next, Julia spends a quarter of what she has left on in-game purchases. A quarter of 20 dollars is \( \frac{1}{4} \times 20 = 5 \) dollars.

After this purchase, Julia has \( 20 - 5 = 15 \) dollars left.

The answer is $15.",15.0
"The neighborhood association wants to plant a tree on every street and there are 18 streets, so they will plant 18 trees in total. Every other tree will be a fruit tree, so half of the trees, which is 18 / 2 = 9 trees, will be fruit trees. The fruit trees include plum, pear, and apricot trees, and these are to be planted in equal numbers.

To find out how many of each type of fruit tree will be planted, we divide the number of fruit trees by three (since there are three types): 

9 fruit trees / 3 types of fruit trees = 3 trees of each type.

Therefore, they will plant 3 plum trees, 3 pear trees, and 3 apricot trees.",3.0
"Becky initially has 50 necklaces. She throws out 3 necklaces but then buys 5 new ones, so she has:

50 - 3 + 5 = 52 necklaces.

Then, she gives 15 of them to her friends, so she has:

52 - 15 = 37 necklaces.

The answer is 37.",37.0
"To calculate the total distance the Frisbees have traveled, we examine each person's throws.

For Bess:
- Bess throws the Frisbee 20 meters each time.
- She does this 4 times, and because she throws it back to her original position, each throw involves a round trip (20 meters there + 20 meters back).
- Therefore, the distance traveled by the Frisbee per throw is 40 meters.
- So, total distance for Bess: \(4 \times 40 = 160\) meters.

For Holly:
- Holly throws the Frisbee 8 meters each time.
- She does this 5 times, and since she leaves her Frisbee where it lands, each throw travels 8 meters.
- So, total distance for Holly: \(5 \times 8 = 40\) meters.

Adding these distances together gives the total distance traveled by the thrown Frisbees:
- Total distance = 160 meters (Bess) + 40 meters (Holly) = 200 meters.

The answer is 200 meters.",200.0
"To solve this, let's break it down step by step.

1. **Total flowers:** 96

2. **Green flowers:** 9

3. **Blue flowers:** Blue flowers make up 50% of the total flower count, so there are:
   \[
   \text{Blue flowers} = 0.5 \times 96 = 48
   \]

4. **Red flowers:** We know there are three times more red flowers than green flowers, so:
   \[
   \text{Red flowers} = 3 \times 9 = 27
   \]

5. **Yellow flowers:** Now, we know the totals for green, blue, and red flowers, we can find the yellow flowers by subtracting from the total:
   \[
   \text{Total of green, red, and blue flowers} = 9 + 27 + 48 = 84
   \]
   \[
   \text{Yellow flowers} = 96 - 84 = 12
   \]

Therefore, there are 12 yellow flowers.",12.0
"To solve this problem, we need to determine the weights of Billy, Brad, and Carl.

1. We know Carl's weight: Carl weighs 145 pounds.
   
2. Brad weighs 5 pounds more than Carl. So, Brad’s weight is:
   \( \text{Brad's weight} = 145 + 5 = 150 \) pounds.

3. Billy weighs 9 pounds more than Brad. So, Billy’s weight is:
   \( \text{Billy's weight} = 150 + 9 = 159 \) pounds.

Therefore, Billy weighs 159 pounds.",159.0
"First, let's calculate the total cost of the drinks Sandy orders:

- Three cappuccinos at $2 each: 3 × $2 = $6
- Two iced teas at $3 each: 2 × $3 = $6
- Two cafe lattes at $1.5 each: 2 × $1.50 = $3
- Two espressos at $1 each: 2 × $1 = $2

Now, add up the total cost of all the drinks:
$6 (cappuccinos) + $6 (iced teas) + $3 (cafe lattes) + $2 (espressos) = $17

Sandy receives change from a twenty-dollar bill:
$20 - $17 = $3

The amount of change Sandy receives back is $3.",3.0
"John's normal trip is 150 miles, which takes him 3 hours, so his speed is 150 miles ÷ 3 hours = 50 miles per hour.

He ends up driving 50 miles out of the way, which means his total trip becomes 150 miles + 50 miles = 200 miles.

At a speed of 50 miles per hour, the time taken for the entire trip is 200 miles ÷ 50 miles per hour = 4 hours.

Therefore, the trip took 4 hours.",4.0
"First, we calculate the total cost Maddox and Theo each spent on the Polaroid cameras:

- Maddox bought 3 cameras at $20 each:  
  Cost = 3 × $20 = $60.
  
- Theo also bought 3 cameras at $20 each:
  Cost = 3 × $20 = $60.

Next, we calculate the total revenue each received from selling their cameras:

- Maddox sold his 3 cameras at $28 each:
  Revenue = 3 × $28 = $84.

- Theo sold his 3 cameras at $23 each:
  Revenue = 3 × $23 = $69.

Now, we find the profit each made:

- Maddox's profit:
  Profit = Revenue - Cost = $84 - $60 = $24.

- Theo's profit:
  Profit = Revenue - Cost = $69 - $60 = $9.

Finally, we calculate how much more profit Maddox made compared to Theo:

Difference in profit = Maddox's profit - Theo's profit = $24 - $9 = $15.

So, Maddox made $15 more profit than Theo.",15.0
"First, let's determine how many of the oranges were ripe and unripe. Half of the 96 oranges were ripe, so:

Ripe oranges = 96 / 2 = 48

This means the unripe oranges are the other half, so:

Unripe oranges = 96 - 48 = 48

Next, calculate how many ripe oranges were eaten. We're told that 1/4 of the ripe oranges were eaten:

Ripe oranges eaten = 48 * (1/4) = 12

Now, calculate how many unripe oranges were eaten. We're told that 1/8 of the unripe oranges were eaten:

Unripe oranges eaten = 48 * (1/8) = 6

Finally, to find the total number of oranges eaten, add the ripe and unripe oranges eaten:

Total oranges eaten = 12 (ripe) + 6 (unripe) = 18

So, 18 oranges were eaten in total.",18.0
"Let's break down the information provided:

1. Oliver's Battle Gremlins card collection is 48 cards, which is three times the size of his Alien Baseball card collection.

   Let \( x \) be the number of Alien Baseball cards. According to the problem, 3 times the Alien Baseball cards equals the Battle Gremlins cards:

   \[
   3x = 48
   \]

   Solving for \( x \):

   \[
   x = \frac{48}{3} = 16
   \]

   So, Oliver has 16 Alien Baseball cards.

2. Oliver has twice as many Monster Club cards as Alien Baseball cards.

   Since he has 16 Alien Baseball cards, the number of Monster Club cards is:

   \[
   2 \times 16 = 32
   \]

Therefore, Oliver has 32 Monster Club cards.",32.0
"Mark has to wait 4 days for his first vaccine appointment. After that, he waits 20 days for his second vaccine appointment. Then, he waits an additional 14 days (2 weeks) for the vaccine to be fully effective. In total, Mark has to wait 4 + 20 + 14 = 38 days. The answer is 38.",38.0
"To find the total cost of Adam's purchases, we need to calculate the cost of the nuts and the dried fruits separately and then add them together.

1. Cost of nuts:
   - Adam bought 3 kilograms of nuts.
   - Each kilogram of nuts costs $12.
   - Total cost of nuts = 3 kg × $12/kg = $36.

2. Cost of dried fruits:
   - Adam bought 2.5 kilograms of dried fruits.
   - Each kilogram of dried fruits costs $8.
   - Total cost of dried fruits = 2.5 kg × $8/kg = $20.

Finally, add the cost of nuts and dried fruits to get the total cost:
- Total cost = $36 + $20 = $56.

The total cost of Adam's purchases is $56.",56.0
"To calculate the total amount of money Mr. Fletcher paid both men, we first need to determine the total number of hours they worked together and then multiply by the hourly rate.

For each man:
- On the first day, each worked 10 hours.
- On the second day, each worked 8 hours.
- On the third day, each worked 15 hours.

Now add the hours for one man:
- Total hours for one man: 10 + 8 + 15 = 33 hours

Since there are 2 men, we multiply the total hours for one man by 2:
- Total hours for both men: 33 × 2 = 66 hours

At $10 per hour, the total payment for both men is:
- Total payment: 66 hours × $10/hour = $660

So, Mr. Fletcher paid them a total of $660 altogether.",660.0
"First, we calculate the distance Amoli drove by multiplying her speed by the time she drove:

Amoli's distance: \( 42 \text{ miles/hour} \times 3 \text{ hours} = 126 \text{ miles} \).

Next, we calculate the distance Anayet drove by multiplying his speed by the time he drove:

Anayet's distance: \( 61 \text{ miles/hour} \times 2 \text{ hours} = 122 \text{ miles} \).

Now, we add the distances Amoli and Anayet have already driven to find their total distance covered:

Total distance covered: \( 126 \text{ miles} + 122 \text{ miles} = 248 \text{ miles} \).

Finally, we subtract the total distance covered from the total distance they need to travel to find how many miles they still need to travel:

Remaining distance: \( 369 \text{ miles} - 248 \text{ miles} = 121 \text{ miles} \).

So, they still need to travel 121 miles.",121.0
"First, calculate how many pigeons the peregrine falcons eat. If the peregrines eat 30% of the pigeons and there are originally 40 pigeons, then:

\( 0.30 \times 40 = 12 \) pigeons eaten.

Subtract the number of pigeons eaten from the original number of pigeons to find out how many are left:

\( 40 - 12 = 28 \) pigeons left.

So, 28 pigeons are left.",28.0
"First, let's calculate how far Margarita jumped. Ricciana's jump was 4 feet. Margarita's jump is 1 foot less than twice Ricciana's jump, which would be:

Twice Ricciana's jump: 2 * 4 = 8 feet  
Margarita's jump: 8 - 1 = 7 feet

Now, let's calculate the total distance Margarita ran and jumped:

Margarita's running distance: 18 feet  
Margarita's jumping distance: 7 feet  
Total distance for Margarita: 18 + 7 = 25 feet

Ricciana's total distance is already given as 24 feet.

Now, let's find out how much farther Margarita ran and jumped than Ricciana:

Difference = Margarita's total distance - Ricciana's total distance  
Difference = 25 - 24 = 1 foot

So, Margarita ran and jumped 1 foot farther than Ricciana.",1.0
"To solve this, we first need to find out how many items Samantha found.

Tanya found 4 items. Samantha found four times as many items as Tanya:
\[ 4 \times 4 = 16 \] 
So, Samantha found 16 items.

Lewis found 4 more items than Samantha:
\[ 16 + 4 = 20 \]
Thus, Lewis found 20 items. The answer is 20.",20.0
"To find out how much extra square feet the leftover grass seed can cover, we need to follow these steps:

1. Calculate the total area of Drew's lawn.

   The lawn is a rectangle, so the area \( A \) can be calculated using the formula:
   \[
   A = \text{length} \times \text{width}
   \]
   Given, the lawn is 22 feet from the house to the curb (length) and 36 feet from side to side (width),
   \[
   A = 22 \times 36 = 792 \text{ square feet}
   \]

2. Determine how much area the grass seed he bought can cover.

   Each bag of grass seed covers 250 square feet. Drew bought four bags, so the total coverage is:
   \[
   4 \times 250 = 1000 \text{ square feet}
   \]

3. Subtract the area of the lawn from the total coverage to find the leftover coverage.

   \[
   \text{Leftover coverage} = 1000 - 792 = 208 \text{ square feet}
   \]

Therefore, the leftover grass seed can cover 208 extra square feet.",208.0
"First, calculate the number of pine trees in the park by finding 70% of 350:

\[ 0.70 \times 350 = 245 \]

So, there are 245 pine trees in the park.

To find out how many trees are not pine trees, subtract the number of pine trees from the total number of trees:

\[ 350 - 245 = 105 \]

There are 105 trees in the park that are not pine trees. The answer is 105.",105.0
